ID	TEsorter	EDTA	Final
4D_TE_00004151	Unknown	unknown	unknown
4D_TE_00004152	Unknown	LINE/L1	LINE/L1
4D_TE_00004153	Unknown	LINE/L1	LINE/L1
4D_TE_00004154	Unknown	LINE/L1	LINE/L1
4D_TE_00004155	LINE	LINE/RTE-BovB	LINE
4D_TE_00004156	LINE	LINE/L1	LINE
4D_TE_00004157	Unknown	unknown	unknown
4D_TE_00004158	Unknown	unknown	unknown
4D_TE_00004159	Unknown	unknown	unknown
4D_TE_00004160	Unknown	LINE/L1	LINE/L1
4D_TE_00004161	Unknown	unknown	unknown
4D_TE_00004162	Unknown	unknown	unknown
4D_TE_00004163	Unknown	rRNA	rRNA
4D_TE_00004164	Unknown	unknown	unknown
4D_TE_00004165	Unknown	unknown	unknown
4D_TE_00004166	Unknown	LTR/Copia	LTR/Copia
4D_TE_00004167	Unknown	LINE/L1	LINE/L1
4D_TE_00004168	TIR/MuDR_Mutator	DNA/MULE-MuDR	TIR/MuDR_Mutator
4D_TE_00004169	Unknown	unknown	unknown
4D_TE_00004170	Unknown	unknown	unknown
4D_TE_00004171	LINE	LINE/L1	LINE
4D_TE_00004172	Unknown	unknown	unknown
4D_TE_00004173	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
4D_TE_00004174	Unknown	LINE/L1	LINE/L1
4D_TE_00004175	Unknown	unknown	unknown
4D_TE_00004176	Unknown	LINE/L1	LINE/L1
4D_TE_00004177	Unknown	unknown	unknown
4D_TE_00004178	Unknown	unknown	unknown
4D_TE_00004179	LTR/Gypsy	unknown	LTR/Gypsy
4D_TE_00004180	Unknown	unknown	unknown
4D_TE_00004181	Unknown	unknown	unknown
4D_TE_00004182	Unknown	unknown	unknown
4D_TE_00004183	Unknown	unknown	unknown
4D_TE_00004184	Unknown	DNA/CMC-EnSpm	DNA/CMC-EnSpm
4D_TE_00004185	Unknown	unknown	unknown
4D_TE_00004186	TIR/PIF_Harbinger	DNA/PIF-Harbinger	TIR/PIF_Harbinger
4D_TE_00004187	Unknown	unknown	unknown
4D_TE_00004188	Unknown	unknown	unknown
4D_TE_00004189	Unknown	unknown	unknown
4D_TE_00004190	Unknown	unknown	unknown
4D_TE_00004191	Unknown	LINE/L1	LINE/L1
4D_TE_00004192	Unknown	unknown	unknown
4D_TE_00004193	Unknown	DNA/hAT-Ac	DNA/hAT-Ac
4D_TE_00004194	Unknown	LINE/L1	LINE/L1
4D_TE_00004195	Unknown	unknown	unknown
4D_TE_00004196	LINE	LINE/L1	LINE
4D_TE_00004197	Unknown	unknown	unknown
4D_TE_00004198	Unknown	unknown	unknown
4D_TE_00004199	Unknown	LINE/L1	LINE/L1
4D_TE_00004200	LINE	LINE/L1	LINE
4D_TE_00004201	Unknown	unknown	unknown
4D_TE_00004202	LINE	LINE/L1	LINE
4D_TE_00004203	Unknown	unknown	unknown
4D_TE_00004204	Unknown	LINE/L1	LINE/L1
4D_TE_00004205	Unknown	unknown	unknown
4D_TE_00004206	Unknown	unknown	unknown
4D_TE_00004207	Unknown	unknown	unknown
4D_TE_00004208	Unknown	unknown	unknown
4D_TE_00004209	Unknown	unknown	unknown
4D_TE_00004210	Unknown	unknown	unknown
4D_TE_00004211	Unknown	unknown	unknown
4D_TE_00004212	Unknown	DNA/hAT-Tip100	DNA/hAT-Tip100
4D_TE_00004213	LINE	LINE/L1	LINE
4D_TE_00004214	Unknown	unknown	unknown
4D_TE_00004215	Unknown	unknown	unknown
4D_TE_00004216	Unknown	unknown	unknown
4D_TE_00004217	Unknown	unknown	unknown
4D_TE_00004218	Unknown	DNA/MULE-MuDR	DNA/MULE-MuDR
4D_TE_00004219	Unknown	unknown	unknown
4D_TE_00004220	Unknown	unknown	unknown
4D_TE_00004221	Unknown	unknown	unknown
4D_TE_00004222	Unknown	LINE/L1	LINE/L1
4D_TE_00004223	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
4D_TE_00004224	Unknown	LTR/Gypsy	LTR/Gypsy
4D_TE_00004225	Unknown	unknown	unknown
4D_TE_00004226	Unknown	unknown	unknown
4D_TE_00004227	Unknown	unknown	unknown
4D_TE_00004228	Unknown	LINE/L1	LINE/L1
4D_TE_00004229	Unknown	LINE/L1	LINE/L1
4D_TE_00004230	Unknown	LINE/L1	LINE/L1
4D_TE_00004231	Unknown	unknown	unknown
4D_TE_00004232	Unknown	unknown	unknown
4D_TE_00004233	Unknown	unknown	unknown
4D_TE_00004234	Unknown	DNA/hAT-Tip100	DNA/hAT-Tip100
4D_TE_00004235	Unknown	unknown	unknown
4D_TE_00004236	Unknown	unknown	unknown
4D_TE_00004237	Unknown	unknown	unknown
4D_TE_00004238	Unknown	unknown	unknown
4D_TE_00004239	Unknown	unknown	unknown
4D_TE_00004240	LINE	LINE/L1	LINE
4D_TE_00004241	Unknown	unknown	unknown
4D_TE_00004242	Unknown	unknown	unknown
4D_TE_00004243	Unknown	unknown	unknown
4D_TE_00004244	Unknown	LINE/L1	LINE/L1
4D_TE_00004245	Unknown	unknown	unknown
4D_TE_00004246	Unknown	unknown	unknown
4D_TE_00004247	Unknown	LINE/L1	LINE/L1
4D_TE_00004248	Unknown	unknown	unknown
4D_TE_00004249	Unknown	LTR/Gypsy	LTR/Gypsy
4D_TE_00004250	Unknown	unknown	unknown
4D_TE_00004251	Unknown	LINE/L1	LINE/L1
4D_TE_00004252	LINE	unknown	LINE
4D_TE_00004253	Unknown	unknown	unknown
4D_TE_00004254	Unknown	unknown	unknown
4D_TE_00004255	Unknown	LINE/L1	LINE/L1
4D_TE_00004256	Unknown	LINE/L1	LINE/L1
4D_TE_00004257	TIR/MuDR_Mutator	unknown	TIR/MuDR_Mutator
4D_TE_00004258	Unknown	unknown	unknown
4D_TE_00004259	Unknown	LINE/L1	LINE/L1
4D_TE_00004260	Unknown	unknown	unknown
4D_TE_00004261	Unknown	unknown	unknown
4D_TE_00004262	Unknown	unknown	unknown
4D_TE_00004263	Unknown	unknown	unknown
4D_TE_00004264	Unknown	unknown	unknown
4D_TE_00004265	Unknown	unknown	unknown
4D_TE_00004266	Unknown	unknown	unknown
4D_TE_00004267	Unknown	unknown	unknown
4D_TE_00004268	Unknown	LINE/L1	LINE/L1
4D_TE_00004269	Unknown	unknown	unknown
4D_TE_00004270	Unknown	unknown	unknown
4D_TE_00004271	Unknown	unknown	unknown
4D_TE_00004272	Unknown	unknown	unknown
4D_TE_00004273	Unknown	unknown	unknown
4D_TE_00004274	LINE	LINE/L1	LINE
4D_TE_00004275	Unknown	unknown	unknown
4D_TE_00004276	Unknown	unknown	unknown
4D_TE_00004277	Unknown	LINE/L1	LINE/L1
4D_TE_00004278	Unknown	LINE/L1	LINE/L1
4D_TE_00004279	Unknown	DNA/MULE-MuDR	DNA/MULE-MuDR
4D_TE_00004280	Unknown	unknown	unknown
4D_TE_00004281	Unknown	RC/Helitron	RC/Helitron
4D_TE_00004282	Unknown	LINE/L1	LINE/L1
4D_TE_00004283	Unknown	unknown	unknown
4D_TE_00004284	Unknown	unknown	unknown
4D_TE_00004285	Unknown	unknown	unknown
4D_TE_00004286	Unknown	unknown	unknown
4D_TE_00004287	Unknown	unknown	unknown
4D_TE_00004288	TIR/EnSpm_CACTA	DNA/CMC-EnSpm	TIR/EnSpm_CACTA
4D_TE_00004289	Unknown	unknown	unknown
4D_TE_00004290	TIR/EnSpm_CACTA	DNA/CMC-EnSpm	TIR/EnSpm_CACTA
4D_TE_00004291	Unknown	unknown	unknown
4D_TE_00004292	Unknown	unknown	unknown
4D_TE_00004293	Unknown	unknown	unknown
4D_TE_00004294	LINE	LINE/L1	LINE
4D_TE_00004295	Unknown	unknown	unknown
4D_TE_00004296	LINE	LINE/L1	LINE
4D_TE_00004297	LINE	LINE/L1	LINE
4D_TE_00004298	Unknown	unknown	unknown
4D_TE_00004299	TIR/hAT	DNA/hAT-Ac	TIR/hAT
4D_TE_00004300	Unknown	unknown	unknown
4D_TE_00004301	Unknown	unknown	unknown
4D_TE_00004302	Unknown	unknown	unknown
4D_TE_00004303	Unknown	unknown	unknown
4D_TE_00004304	Unknown	unknown	unknown
4D_TE_00004305	Unknown	unknown	unknown
4D_TE_00004306	TIR/MuDR_Mutator	DNA/MULE-MuDR	TIR/MuDR_Mutator
4D_TE_00004307	Unknown	unknown	unknown
4D_TE_00004308	Unknown	unknown	unknown
4D_TE_00004309	Unknown	unknown	unknown
4D_TE_00004310	Unknown	unknown	unknown
4D_TE_00004311	Unknown	DNA/CMC-EnSpm	DNA/CMC-EnSpm
4D_TE_00004312	Unknown	LINE/L1	LINE/L1
4D_TE_00004313	Unknown	unknown	unknown
4D_TE_00004314	Unknown	unknown	unknown
4D_TE_00004315	Unknown	unknown	unknown
4D_TE_00004316	Unknown	unknown	unknown
4D_TE_00004317	Unknown	unknown	unknown
4D_TE_00004318	LTR/Copia/SIRE	unknown	LTR/Copia/SIRE
4D_TE_00004319	Unknown	LTR/Gypsy	LTR/Gypsy
4D_TE_00004320	Unknown	unknown	unknown
4D_TE_00004321	Unknown	unknown	unknown
4D_TE_00004322	Unknown	LINE/L1	LINE/L1
4D_TE_00004323	Unknown	unknown	unknown
4D_TE_00004324	Unknown	unknown	unknown
4D_TE_00004325	Unknown	LINE/L1	LINE/L1
4D_TE_00004326	TIR/MuDR_Mutator	unknown	TIR/MuDR_Mutator
5A_TE_00000000	Unknown	unknown	unknown
5A_TE_00000001	Unknown	unknown	unknown
5A_TE_00000002	Unknown	unknown	unknown
5A_TE_00000003	Unknown	unknown	unknown
5A_TE_00000004	Unknown	unknown	unknown
5A_TE_00000005	Unknown	unknown	unknown
5A_TE_00000006	Unknown	unknown	unknown
5A_TE_00000007	Unknown	unknown	unknown
5A_TE_00000008	TIR/MuDR_Mutator	unknown	TIR/MuDR_Mutator
5A_TE_00000009	Unknown	unknown	unknown
5A_TE_00000010	Unknown	unknown	unknown
5A_TE_00000011	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
5A_TE_00000012	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000013_LTR	LTR/Copia		LTR/Copia
5A_TE_00000014_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000015	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000016_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000017	LTR/Copia	DNA/DTC	LTR/Copia
5A_TE_00000018	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000019	LTR/Gypsy	DNA/DTC	LTR/Gypsy
5A_TE_00000020_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000021_INT	LTR/Gypsy		LTR/Gypsy
5A_TE_00000022	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000023_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000024_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000025	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000026_INT	LTR/Gypsy		LTR/Gypsy
5A_TE_00000026_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000027_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000028	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000029_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
5A_TE_00000030	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000031_INT	LTR/Copia/SIRE	LTR/Copia	LTR/Copia/SIRE
5A_TE_00000031_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000032	LTR/Copia	MITE/DTT	LTR/Copia
5A_TE_00000033	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000034	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000035	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000036_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000037_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000038_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000039	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000040	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000041_INT	LTR/Copia		LTR/Copia
5A_TE_00000042	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000043	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000044_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000045_INT	LTR/Gypsy		LTR/Gypsy
5A_TE_00000045_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000046	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000047	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000048_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000049_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000050_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
5A_TE_00000051_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000052	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000053	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000054	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000055_INT	LTR/Copia		LTR/Copia
5A_TE_00000055_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000056	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
5A_TE_00000057	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000058	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000059	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000060	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000061_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000062	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000063_INT	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000064_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000065	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000066	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000067_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
5A_TE_00000067_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000068	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000069_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
5A_TE_00000070	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000071	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000072	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000073	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000074	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000075	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000076	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000077	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000078	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000079_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000080	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000081_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000082_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000083_LTR	LTR/Copia		LTR/Copia
5A_TE_00000084_INT	LTR/Copia	LTR/Gypsy	LTR/Copia
5A_TE_00000085	TIR/EnSpm_CACTA	MITE/DTC	TIR/EnSpm_CACTA
5A_TE_00000086	LTR/Gypsy	DNA/DTC	LTR/Gypsy
5A_TE_00000087_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000088_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000089	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000090	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000091	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000092_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
5A_TE_00000092_LTR	LINE	LTR/Copia	LINE
5A_TE_00000093_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
5A_TE_00000093_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000094	Unknown	MITE/DTM	MITE/DTM
5A_TE_00000095	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000096_INT	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000097_INT	LTR/Copia		LTR/Copia
5A_TE_00000098_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000099_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000100_INT	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000101_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000102	LTR/Copia	DNA/DTC	LTR/Copia
5A_TE_00000103_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
5A_TE_00000104	Unknown	MITE/DTM	MITE/DTM
5A_TE_00000105	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000106_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000107_LTR	LTR/Copia	LTR/unknown	LTR/Copia
5A_TE_00000108	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000109_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000110	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000111	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000112_LTR	LTR/Gypsy		LTR/Gypsy
5A_TE_00000113_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000114	Unknown	DNA/Helitron	DNA/Helitron
5A_TE_00000115	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000116	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000117	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000118_INT	LTR/Gypsy/Ogre	LTR/Gypsy	LTR/Gypsy/Ogre
5A_TE_00000118_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000119	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000120	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000121_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000122_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000123	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000124	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000125_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
5A_TE_00000126_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000127_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
5A_TE_00000127_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000128_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000129_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000130_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000131	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000132_LTR	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
5A_TE_00000133_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000134	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000135	LTR/Gypsy	DNA/DTC	LTR/Gypsy
5A_TE_00000136	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000137	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000138	Unknown	DNA/Helitron	DNA/Helitron
5A_TE_00000139_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
5A_TE_00000139_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000140_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000141_INT	LTR/Gypsy		LTR/Gypsy
5A_TE_00000141_LTR	LTR/Copia	LTR/Gypsy	LTR/Copia
5A_TE_00000142_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000143_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
5A_TE_00000143_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000144	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000145_LTR	LTR/Copia		LTR/Copia
5A_TE_00000146_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000147	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000148_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000149_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000150	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000151_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000152	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000153	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000154	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000155_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000156_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
5A_TE_00000156_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000157_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000158	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000159_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000160_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000161_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000162	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000163	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000164	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000165	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000166_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000167	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000168_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000169_INT	LTR/Copia/Tork	LTR/Copia	LTR/Copia/Tork
5A_TE_00000169_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000170_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
5A_TE_00000170_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000171	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000172_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000173	Unknown	DNA/Helitron	DNA/Helitron
5A_TE_00000174	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000175_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000176_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000177	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000178	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000179_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000180	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000181	LTR/Gypsy	DNA/DTC	LTR/Gypsy
5A_TE_00000182	LTR/Copia	DNA/DTC	LTR/Copia
5A_TE_00000183_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000184_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000185_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000186_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000187_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000188_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
5A_TE_00000188_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000189_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000190_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
5A_TE_00000191_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000192_INT	LTR/Copia/TAR	LTR/Copia	LTR/Copia/TAR
5A_TE_00000192_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000193_LTR	Helitron	LTR/Copia	Helitron
5A_TE_00000194	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000195_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
5A_TE_00000195_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000196	Unknown	MITE/DTH	MITE/DTH
5A_TE_00000197_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000198	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000199_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000200	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000201_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000202	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000203_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000204_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000205	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000206_LTR	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000207	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000208	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000209	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000210	Unknown	DNA/DTM	DNA/DTM
5A_TE_00000211_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
5A_TE_00000212	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000213_INT	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000213_LTR	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000214	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000215_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000216	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000217	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
5A_TE_00000218	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000219_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000220	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000221_LTR	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
5A_TE_00000222_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
5A_TE_00000223	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000224	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000225	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000226	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000227	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000228	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000229	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000230	Unknown	DNA/DTH	DNA/DTH
5A_TE_00000231_INT	Unknown	LTR/unknown	LTR/unknown
5A_TE_00000232	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000233	Unknown	MITE/DTC	MITE/DTC
5A_TE_00000234_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000235	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000236	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000237_INT	Unknown	LTR/Gypsy	LTR/Gypsy
5A_TE_00000238	Unknown	MITE/DTT	MITE/DTT
5A_TE_00000239_INT	Unknown	LTR/Copia	LTR/Copia
5A_TE_00000240	Unknown	DNA/DTC	DNA/DTC
5A_TE_00000241	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000242	Unknown	DNA/DTT	DNA/DTT
5A_TE_00000243_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
5A_TE_00000243_LTR	Unknown	LTR/Copia	LTR/Copia
